,Season,Season Name,Name,Age,Hometown,Profession,Finish,Premiering Date,Finale Date,text
156,10,Survivor: Palau,James Miller,33,"Mobile, AL",Steelworker,12th,"February 17, 2005","May 15, 2005","James Miller finishes 12th in  USA Survivor Season 10 titled Survivor: Palau, 
    James Miller is 33 years old from Mobile, AL and works as Steelworker. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
157,10,Survivor: Palau,Ibrehem Rahman,27,"Birmingham, AL",Model,11th,"February 17, 2005","May 15, 2005","Ibrehem Rahman finishes 11th in  USA Survivor Season 10 titled Survivor: Palau, 
    Ibrehem Rahman is 27 years old from Birmingham, AL and works as Model. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
158,10,Survivor: Palau,Bobby Jon Drinkard,27,"Troy, AL",Waiter,10th,"February 17, 2005","May 15, 2005","Bobby Jon Drinkard finishes 10th in  USA Survivor Season 10 titled Survivor: Palau, 
    Bobby Jon Drinkard is 27 years old from Troy, AL and works as Waiter. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
159,10,Survivor: Palau,Coby Archa,32,"Dallas, TX",Hairdresser,9th,"February 17, 2005","May 15, 2005","Coby Archa finishes 9th in  USA Survivor Season 10 titled Survivor: Palau, 
    Coby Archa is 32 years old from Dallas, TX and works as Hairdresser. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
160,10,Survivor: Palau,Janu Tornell,39,"Las Vegas, NV",Vegas Showgirl,8th,"February 17, 2005","May 15, 2005","Janu Tornell finishes 8th in  USA Survivor Season 10 titled Survivor: Palau, 
    Janu Tornell is 39 years old from Las Vegas, NV and works as Vegas Showgirl. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
161,10,Survivor: Palau,Stephenie LaGrossa,25,"Glenolden, PA",Pharmaceutical Sales Representative,7th,"February 17, 2005","May 15, 2005","Stephenie LaGrossa finishes 7th in  USA Survivor Season 10 titled Survivor: Palau, 
    Stephenie LaGrossa is 25 years old from Glenolden, PA and works as Pharmaceutical Sales Representative. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
162,10,Survivor: Palau,Gregg Carey,27,"Chicago, IL",Business Consultant,6th,"February 17, 2005","May 15, 2005","Gregg Carey finishes 6th in  USA Survivor Season 10 titled Survivor: Palau, 
    Gregg Carey is 27 years old from Chicago, IL and works as Business Consultant. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
163,10,Survivor: Palau,Caryn Groedel,46,"Solon, OH",Civil Rights Attorney,5th,"February 17, 2005","May 15, 2005","Caryn Groedel finishes 5th in  USA Survivor Season 10 titled Survivor: Palau, 
    Caryn Groedel is 46 years old from Solon, OH and works as Civil Rights Attorney. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
164,10,Survivor: Palau,Jennifer Lyon,32,"Encino, CA",Nanny,4th,"February 17, 2005","May 15, 2005","Jennifer Lyon finishes 4th in  USA Survivor Season 10 titled Survivor: Palau, 
    Jennifer Lyon is 32 years old from Encino, CA and works as Nanny. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
165,10,Survivor: Palau,Ian Rosenberger,23,"Key Largo, FL",Dolphin Trainer,3rd,"February 17, 2005","May 15, 2005","Ian Rosenberger finishes 3rd in  USA Survivor Season 10 titled Survivor: Palau, 
    Ian Rosenberger is 23 years old from Key Largo, FL and works as Dolphin Trainer. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
166,10,Survivor: Palau,Katie Gallagher,29,"Merced, CA",Advertising Executive,Runner-up,"February 17, 2005","May 15, 2005","Katie Gallagher finishes Runner-up in  USA Survivor Season 10 titled Survivor: Palau, 
    Katie Gallagher is 29 years old from Merced, CA and works as Advertising Executive. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
167,10,Survivor: Palau,Tom Westman,41,"Sayville, NY",Firefighter,Winner,"February 17, 2005","May 15, 2005","Tom Westman is a Winner of  USA Survivor Season 10 titled Survivor: Palau, 
    Tom Westman is 41 years old from Sayville, NY and works as Firefighter. 
    Season 10 titled Survivor: Palau aired during February 17, 2005 and May 15, 2005
    "
168,11,Survivor: Guatemala,"James ""Jim"" Lynch",63,"Northglenn, CO",Retired Fire Captain,18th,"September 15, 2005","December 11, 2005","James ""Jim"" Lynch finishes 18th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    James ""Jim"" Lynch is 63 years old from Northglenn, CO and works as Retired Fire Captain. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
169,11,Survivor: Guatemala,Morgan McDevitt,21,"Decatur, IL",Magician's Assistant,17th,"September 15, 2005","December 11, 2005","Morgan McDevitt finishes 17th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Morgan McDevitt is 21 years old from Decatur, IL and works as Magician's Assistant. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
170,11,Survivor: Guatemala,Brianna Varela,21,"Edmonds, WA",Retail Salesperson,16th,"September 15, 2005","December 11, 2005","Brianna Varela finishes 16th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Brianna Varela is 21 years old from Edmonds, WA and works as Retail Salesperson. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
171,11,Survivor: Guatemala,Brooke Struck,26,"Hood River, OR",Law Student,15th,"September 15, 2005","December 11, 2005","Brooke Struck finishes 15th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Brooke Struck is 26 years old from Hood River, OR and works as Law Student. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
172,11,Survivor: Guatemala,Blake Towsley,24,"Dallas, TX",Real Estate Broker,14th,"September 15, 2005","December 11, 2005","Blake Towsley finishes 14th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Blake Towsley is 24 years old from Dallas, TX and works as Real Estate Broker. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
173,11,Survivor: Guatemala,Margaret Bobonich,43,"Chardon, OH",Nursing Practitioner,13th,"September 15, 2005","December 11, 2005","Margaret Bobonich finishes 13th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Margaret Bobonich is 43 years old from Chardon, OH and works as Nursing Practitioner. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
174,11,Survivor: Guatemala,Brian Corridan,22,"New York, NY",Ivy League Student,12th,"September 15, 2005","December 11, 2005","Brian Corridan finishes 12th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Brian Corridan is 22 years old from New York, NY and works as Ivy League Student. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
175,11,Survivor: Guatemala,Amy O'Hara,39,"Revere, MA",Police Sergeant,11th,"September 15, 2005","December 11, 2005","Amy O'Hara finishes 11th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Amy O'Hara is 39 years old from Revere, MA and works as Police Sergeant. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
176,11,Survivor: Guatemala,Brandon Bellinger,22,"Manhattan, KS",Farmer,10th,"September 15, 2005","December 11, 2005","Brandon Bellinger finishes 10th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Brandon Bellinger is 22 years old from Manhattan, KS and works as Farmer. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
177,11,Survivor: Guatemala,Bobby Jon Drinkard,27,"Troy, AL",Waiter,9th,"September 15, 2005","December 11, 2005","Bobby Jon Drinkard finishes 9th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Bobby Jon Drinkard is 27 years old from Troy, AL and works as Waiter. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
178,11,Survivor: Guatemala,Jamie Newton,24,"North Hollywood, CA",Water Skiing Instructor,8th,"September 15, 2005","December 11, 2005","Jamie Newton finishes 8th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Jamie Newton is 24 years old from North Hollywood, CA and works as Water Skiing Instructor. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
179,11,Survivor: Guatemala,Gary Hogeboom,46,"Grand Haven, MI",Former NFL Quarterback,7th,"September 15, 2005","December 11, 2005","Gary Hogeboom finishes 7th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Gary Hogeboom is 46 years old from Grand Haven, MI and works as Former NFL Quarterback. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
180,11,Survivor: Guatemala,Judd Sergeant,34,"Ridgefield, NJ",Hotel Doorman,6th,"September 15, 2005","December 11, 2005","Judd Sergeant finishes 6th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Judd Sergeant is 34 years old from Ridgefield, NJ and works as Hotel Doorman. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
181,11,Survivor: Guatemala,Cindy Hall,31,"Naples, FL",Zookeeper,5th,"September 15, 2005","December 11, 2005","Cindy Hall finishes 5th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Cindy Hall is 31 years old from Naples, FL and works as Zookeeper. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
182,11,Survivor: Guatemala,Lydia Morales,42,"Lakewood, WA",Fishmonnger,4th,"September 15, 2005","December 11, 2005","Lydia Morales finishes 4th in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Lydia Morales is 42 years old from Lakewood, WA and works as Fishmonnger. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
183,11,Survivor: Guatemala,Rafe Judkins,22,"Providence, RI",Wilderness Guide,3rd,"September 15, 2005","December 11, 2005","Rafe Judkins finishes 3rd in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Rafe Judkins is 22 years old from Providence, RI and works as Wilderness Guide. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
184,11,Survivor: Guatemala,Stephenie LaGrossa,25,"Philadelphia, PA",Pharmaceutical Sales Representative,Runner-up,"September 15, 2005","December 11, 2005","Stephenie LaGrossa finishes Runner-up in  USA Survivor Season 11 titled Survivor: Guatemala, 
    Stephenie LaGrossa is 25 years old from Philadelphia, PA and works as Pharmaceutical Sales Representative. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
185,11,Survivor: Guatemala,"Danielle ""Danni"" Boatwright",30,"Tonganoxie, KS",Sports Radio Host,Winner,"September 15, 2005","December 11, 2005","Danielle ""Danni"" Boatwright is a Winner of  USA Survivor Season 11 titled Survivor: Guatemala, 
    Danielle ""Danni"" Boatwright is 30 years old from Tonganoxie, KS and works as Sports Radio Host. 
    Season 11 titled Survivor: Guatemala aired during September 15, 2005 and December 11, 2005
    "
186,12,Survivor: Panama,Tina Scheer,45,"Hayward, WI",Lumberjill,16th,"February 2, 2006","May 14, 2006","Tina Scheer finishes 16th in  USA Survivor Season 12 titled Survivor: Panama, 
    Tina Scheer is 45 years old from Hayward, WI and works as Lumberjill. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
187,12,Survivor: Panama,Melinda Hyder,32,"Sevierville, TN",Singer/Entertainer,15th,"February 2, 2006","May 14, 2006","Melinda Hyder finishes 15th in  USA Survivor Season 12 titled Survivor: Panama, 
    Melinda Hyder is 32 years old from Sevierville, TN and works as Singer/Entertainer. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
188,12,Survivor: Panama,Misty Giles,24,"Dallas, TX",Missile Engineer,14th,"February 2, 2006","May 14, 2006","Misty Giles finishes 14th in  USA Survivor Season 12 titled Survivor: Panama, 
    Misty Giles is 24 years old from Dallas, TX and works as Missile Engineer. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
189,12,Survivor: Panama,Ruth Marie Milliman,48,"Greenville, SC",Property Developer,13th,"February 2, 2006","May 14, 2006","Ruth Marie Milliman finishes 13th in  USA Survivor Season 12 titled Survivor: Panama, 
    Ruth Marie Milliman is 48 years old from Greenville, SC and works as Property Developer. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
190,12,Survivor: Panama,Bobby Mason,32,"Los Angeles, CA",Attorney,12th,"February 2, 2006","May 14, 2006","Bobby Mason finishes 12th in  USA Survivor Season 12 titled Survivor: Panama, 
    Bobby Mason is 32 years old from Los Angeles, CA and works as Attorney. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
191,12,Survivor: Panama,Dan Barry,52,"South Hadley, MA",Astronaut,11th,"February 2, 2006","May 14, 2006","Dan Barry finishes 11th in  USA Survivor Season 12 titled Survivor: Panama, 
    Dan Barry is 52 years old from South Hadley, MA and works as Astronaut. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
192,12,Survivor: Panama,"Nicholas ""Nick"" Stanbury",25,"Tempe, AZ",Financial Salesman,10th,"February 2, 2006","May 14, 2006","Nicholas ""Nick"" Stanbury finishes 10th in  USA Survivor Season 12 titled Survivor: Panama, 
    Nicholas ""Nick"" Stanbury is 25 years old from Tempe, AZ and works as Financial Salesman. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
193,12,Survivor: Panama,Austin Carty,24,"High Point, NC",Writer,9th,"February 2, 2006","May 14, 2006","Austin Carty finishes 9th in  USA Survivor Season 12 titled Survivor: Panama, 
    Austin Carty is 24 years old from High Point, NC and works as Writer. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
194,12,Survivor: Panama,Sally Schumann,27,"Chicago, IL",Social Worker,8th,"February 2, 2006","May 14, 2006","Sally Schumann finishes 8th in  USA Survivor Season 12 titled Survivor: Panama, 
    Sally Schumann is 27 years old from Chicago, IL and works as Social Worker. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
195,12,Survivor: Panama,Bruce Kanegai,58,"Simi Valley, CA",Art Teacher,7th,"February 2, 2006","May 14, 2006","Bruce Kanegai finishes 7th in  USA Survivor Season 12 titled Survivor: Panama, 
    Bruce Kanegai is 58 years old from Simi Valley, CA and works as Art Teacher. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
196,12,Survivor: Panama,Courtney Marit,31,"Los Angeles, CA",Fire Dancer,6th,"February 2, 2006","May 14, 2006","Courtney Marit finishes 6th in  USA Survivor Season 12 titled Survivor: Panama, 
    Courtney Marit is 31 years old from Los Angeles, CA and works as Fire Dancer. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
197,12,Survivor: Panama,Shane Powers,35,"Los Angeles, CA",Marketing Executive,5th,"February 2, 2006","May 14, 2006","Shane Powers finishes 5th in  USA Survivor Season 12 titled Survivor: Panama, 
    Shane Powers is 35 years old from Los Angeles, CA and works as Marketing Executive. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
198,12,Survivor: Panama,Cirie Fields,34,"Walterboro, SC",Nurse,4th,"February 2, 2006","May 14, 2006","Cirie Fields finishes 4th in  USA Survivor Season 12 titled Survivor: Panama, 
    Cirie Fields is 34 years old from Walterboro, SC and works as Nurse. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
199,12,Survivor: Panama,Terry Deitz,46,"Simsbury, CT",Pilot,3rd,"February 2, 2006","May 14, 2006","Terry Deitz finishes 3rd in  USA Survivor Season 12 titled Survivor: Panama, 
    Terry Deitz is 46 years old from Simsbury, CT and works as Pilot. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
200,12,Survivor: Panama,Danielle DiLorenzo,24,"Pompano Beach, FL",Medical Sales Representative,Runner-up,"February 2, 2006","May 14, 2006","Danielle DiLorenzo finishes Runner-up in  USA Survivor Season 12 titled Survivor: Panama, 
    Danielle DiLorenzo is 24 years old from Pompano Beach, FL and works as Medical Sales Representative. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
201,12,Survivor: Panama,Aras Baskauskas,24,"Santa Monica, CA",Yoga Instructor,Winner,"February 2, 2006","May 14, 2006","Aras Baskauskas is a Winner of  USA Survivor Season 12 titled Survivor: Panama, 
    Aras Baskauskas is 24 years old from Santa Monica, CA and works as Yoga Instructor. 
    Season 12 titled Survivor: Panama aired during February 2, 2006 and May 14, 2006
    "
202,13,Survivor: Cook Islands,Sekou Bunch,46,"Los Angeles, CA",Jazz Musician,20th,"September 14, 2006","December 17, 2006","Sekou Bunch finishes 20th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Sekou Bunch is 46 years old from Los Angeles, CA and works as Jazz Musician. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
203,13,Survivor: Cook Islands,"Virgilio ""Billy"" Garcia",36,"New York, NY",Heavy Metal Musician,19th,"September 14, 2006","December 17, 2006","Virgilio ""Billy"" Garcia finishes 19th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Virgilio ""Billy"" Garcia is 36 years old from New York, NY and works as Heavy Metal Musician. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
204,13,Survivor: Cook Islands,Cecilia Mansilla,29,"Oakland, CA",Risk Consultant,18th,"September 14, 2006","December 17, 2006","Cecilia Mansilla finishes 18th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Cecilia Mansilla is 29 years old from Oakland, CA and works as Risk Consultant. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
205,13,Survivor: Cook Islands,"John Paul ""J.P."" Calderon",30,"Marina Del Rey, CA",Profession Volleyball Player,17th,"September 14, 2006","December 17, 2006","John Paul ""J.P."" Calderon finishes 17th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    John Paul ""J.P."" Calderon is 30 years old from Marina Del Rey, CA and works as Profession Volleyball Player. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
206,13,Survivor: Cook Islands,Stephannie Favor,35,"Columbia, SC",Nursing Student,16th,"September 14, 2006","December 17, 2006","Stephannie Favor finishes 16th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Stephannie Favor is 35 years old from Columbia, SC and works as Nursing Student. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
207,13,Survivor: Cook Islands,"Anh-Tuan ""Cao Boi"" Bui",42,"Christiansburg, VA",Nail Salon Manager,15th,"September 14, 2006","December 17, 2006","Anh-Tuan ""Cao Boi"" Bui finishes 15th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Anh-Tuan ""Cao Boi"" Bui is 42 years old from Christiansburg, VA and works as Nail Salon Manager. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
208,13,Survivor: Cook Islands,Cristina Coria,35,"Los Angeles, CA",Police Officer,14th,"September 14, 2006","December 17, 2006","Cristina Coria finishes 14th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Cristina Coria is 35 years old from Los Angeles, CA and works as Police Officer. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
209,13,Survivor: Cook Islands,"Jessica ""Flicka"" Smith",27,"Chico, CA",Roller Girl,13th,"September 14, 2006","December 17, 2006","Jessica ""Flicka"" Smith finishes 13th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Jessica ""Flicka"" Smith is 27 years old from Chico, CA and works as Roller Girl. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
210,13,Survivor: Cook Islands,"Bradley ""Brad"" Virata",27,"Los Angeles, CA",Fashion Director,12th,"September 14, 2006","December 17, 2006","Bradley ""Brad"" Virata finishes 12th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Bradley ""Brad"" Virata is 27 years old from Los Angeles, CA and works as Fashion Director. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
211,13,Survivor: Cook Islands,Rebecca Borman,34,"Laurelton, NY",Makeup Artist,11th,"September 14, 2006","December 17, 2006","Rebecca Borman finishes 11th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Rebecca Borman is 34 years old from Laurelton, NY and works as Makeup Artist. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
212,13,Survivor: Cook Islands,Jenny Guzon-Bae,36,"Lake Forest, IL",Real Estate Agent,10th,"September 14, 2006","December 17, 2006","Jenny Guzon-Bae finishes 10th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Jenny Guzon-Bae is 36 years old from Lake Forest, IL and works as Real Estate Agent. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
213,13,Survivor: Cook Islands,"Nathan ""Nate"" Gonzalez",26,"Los Angeles, CA",Shoe Salesman,9th,"September 14, 2006","December 17, 2006","Nathan ""Nate"" Gonzalez finishes 9th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Nathan ""Nate"" Gonzalez is 26 years old from Los Angeles, CA and works as Shoe Salesman. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
214,13,Survivor: Cook Islands,Candice Woodcock,23,"Fayetteville, NC",Pre-Med Student,8th,"September 14, 2006","December 17, 2006","Candice Woodcock finishes 8th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Candice Woodcock is 23 years old from Fayetteville, NC and works as Pre-Med Student. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
215,13,Survivor: Cook Islands,Jonathan Penner,44,"Los Angeles, CA",Writer,7th,"September 14, 2006","December 17, 2006","Jonathan Penner finishes 7th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Jonathan Penner is 44 years old from Los Angeles, CA and works as Writer. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
216,13,Survivor: Cook Islands,Parvati Shallow,24,"Los Angeles, CA",Boxer,6th,"September 14, 2006","December 17, 2006","Parvati Shallow finishes 6th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Parvati Shallow is 24 years old from Los Angeles, CA and works as Boxer. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
217,13,Survivor: Cook Islands,Adam Gentry,28,"San Diego, CA",Copier Sales Executive,5th,"September 14, 2006","December 17, 2006","Adam Gentry finishes 5th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Adam Gentry is 28 years old from San Diego, CA and works as Copier Sales Executive. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
218,13,Survivor: Cook Islands,Sundra Oakley,31,"Los Angeles, CA",Actress,4th,"September 14, 2006","December 17, 2006","Sundra Oakley finishes 4th in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Sundra Oakley is 31 years old from Los Angeles, CA and works as Actress. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
219,13,Survivor: Cook Islands,"Rebekah ""Becky"" Lee",28,"Washington, D.C.",Attorney,2nd Runner-up,"September 14, 2006","December 17, 2006","Rebekah ""Becky"" Lee finishes 2nd Runner-up in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Rebekah ""Becky"" Lee is 28 years old from Washington, D.C. and works as Attorney. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
220,13,Survivor: Cook Islands,Ozzy Lusth,25,"Venice, CA",Waiter,Runner-up,"September 14, 2006","December 17, 2006","Ozzy Lusth finishes Runner-up in  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Ozzy Lusth is 25 years old from Venice, CA and works as Waiter. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
221,13,Survivor: Cook Islands,Yul Kwon,31,"San Mateo, CA",Management Consultant,Winner,"September 14, 2006","December 17, 2006","Yul Kwon is a Winner of  USA Survivor Season 13 titled Survivor: Cook Islands, 
    Yul Kwon is 31 years old from San Mateo, CA and works as Management Consultant. 
    Season 13 titled Survivor: Cook Islands aired during September 14, 2006 and December 17, 2006
    "
222,14,Survivor: Fiji,Jessica deBen,27,"Los Angeles, CA",Fashion Stylist,19th,"February 8, 2007","May 13, 2007","Jessica deBen finishes 19th in  USA Survivor Season 14 titled Survivor: Fiji, 
    Jessica deBen is 27 years old from Los Angeles, CA and works as Fashion Stylist. 
    Season 14 titled Survivor: Fiji aired during February 8, 2007 and May 13, 2007
    "
223,14,Survivor: Fiji,Erica Durousseau,27,"Lake Charles, LA",Non-Profit Fundraiser,18th,"February 8, 2007","May 13, 2007","Erica Durousseau finishes 18th in  USA Survivor Season 14 titled Survivor: Fiji, 
    Erica Durousseau is 27 years old from Lake Charles, LA and works as Non-Profit Fundraiser. 
    Season 14 titled Survivor: Fiji aired during February 8, 2007 and May 13, 2007
    "
224,14,Survivor: Fiji,Sylvia Kwan,52,"Ross, CA",Architect,17th,"February 8, 2007","May 13, 2007","Sylvia Kwan finishes 17th in  USA Survivor Season 14 titled Survivor: Fiji, 
    Sylvia Kwan is 52 years old from Ross, CA and works as Architect. 
    Season 14 titled Survivor: Fiji aired during February 8, 2007 and May 13, 2007
    "
225,14,Survivor: Fiji,Gary Stritesky,55,"Ramsey, MN",School Bus Driver,16th,"February 8, 2007","May 13, 2007","Gary Stritesky finishes 16th in  USA Survivor Season 14 titled Survivor: Fiji, 
    Gary Stritesky is 55 years old from Ramsey, MN and works as School Bus Driver. 
    Season 14 titled Survivor: Fiji aired during February 8, 2007 and May 13, 2007
    "
226,14,Survivor: Fiji,Liliana Gomez,25,"Oxnard, CA",Loan Officer,15th,"February 8, 2007","May 13, 2007","Liliana Gomez finishes 15th in  USA Survivor Season 14 titled Survivor: Fiji, 
    Liliana Gomez is 25 years old from Oxnard, CA and works as Loan Officer. 
    Season 14 titled Survivor: Fiji aired during February 8, 2007 and May 13, 2007
    "
227,14,Survivor: Fiji,Rita Verreos,38,"San Antonio, TX",Single Mother,14th,"February 8, 2007","May 13, 2007","Rita Verreos finishes 14th in  USA Survivor Season 14 titled Survivor: Fiji, 
    Rita Verreos is 38 years old from San Antonio, TX and works as Single Mother. 
    Season 14 titled Survivor: Fiji aired during February 8, 2007 and May 13, 2007
    "
228,14,Survivor: Fiji,Anthony Robinson,32,"Compton, CA",Expert Witness Locator,13th,"February 8, 2007","May 13, 2007","Anthony Robinson finishes 13th in  USA Survivor Season 14 titled Survivor: Fiji, 
    Anthony Robinson is 32 years old from Compton, CA and works as Expert Witness Locator. 
    Season 14 titled Survivor: Fiji aired during February 8, 2007 and May 13, 2007
    "
229,14,Survivor: Fiji,"James ""Rocky"" Reid",28,"Los Angeles, CA",Bartender,12th,"February 8, 2007","May 13, 2007","James ""Rocky"" Reid finishes 12th in  USA Survivor Season 14 titled Survivor: Fiji, 
    James ""Rocky"" Reid is 28 years old from Los Angeles, CA and works as Bartender. 
    Season 14 titled Survivor: Fiji aired during February 8, 2007 and May 13, 2007
    "
230,14,Survivor: Fiji,"Lisette ""Lisi"" Linares",36,"Los Angeles, CA",Customer Service Representative,11th,"February 8, 2007","May 13, 2007","Lisette ""Lisi"" Linares finishes 11th in  USA Survivor Season 14 titled Survivor: Fiji, 
    Lisette ""Lisi"" Linares is 36 years old from Los Angeles, CA and works as Customer Service Representative. 
    Season 14 titled Survivor: Fiji aired during February 8, 2007 and May 13, 2007
    "
